_step,n_tasks,gap_mean,gap_std,gap_p50,gap_p90,gap_max,frac_gap_gt_0_5,frac_gap_gt_0_7
54,8.0,0.375,0.25691954589175287,0.2857142857142857,0.657142857142857,0.8571428571428572,0.375,0.125
55,8.0,0.4464285714285714,0.4428427417013302,0.2857142857142857,1.0,1.0,0.375,0.375
56,8.0,0.375,0.21354037041252497,0.4285714285714286,0.6142857142857142,0.7142857142857143,0.25,0.125
57,8.0,0.19642857142857145,0.12242240357859006,0.1428571428571429,0.3285714285714285,0.4285714285714286,0.0,0.0
58,7.0,0.32653061224489793,0.3027019790651291,0.1428571428571429,0.7714285714285715,0.8571428571428572,0.2857142857142857,0.2857142857142857
59,8.0,0.5,0.23690177073967142,0.5714285714285714,0.7571428571428571,0.8571428571428572,0.625,0.25
60,7.0,0.5102040816326531,0.36507232285710856,0.4285714285714286,0.9142857142857144,1.0,0.42857142857142855,0.42857142857142855
61,8.0,0.5714285714285714,0.29450754468697576,0.6428571428571428,0.8571428571428572,0.8571428571428572,0.625,0.5
62,8.0,0.44642857142857145,0.2618371124752711,0.35714285714285715,0.7571428571428571,0.8571428571428572,0.375,0.375
63,8.0,0.19642857142857145,0.1881366741580846,0.1428571428571429,0.4714285714285714,0.5714285714285714,0.125,0.0
64,8.0,0.26785714285714285,0.24156695104408363,0.2142857142857143,0.6142857142857142,0.7142857142857143,0.25,0.125
65,8.0,0.44642857142857145,0.38754525739661977,0.5,0.8571428571428572,0.8571428571428572,0.5,0.5
66,8.0,0.48214285714285715,0.23622779563076698,0.4285714285714286,0.7,1.0,0.375,0.125
67,8.0,0.5,0.34255939452233714,0.5,0.9,1.0,0.5,0.5
68,6.0,0.42857142857142855,0.26082026547865056,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5,0.3333333333333333
69,8.0,0.5535714285714286,0.40049395521438935,0.6428571428571429,1.0,1.0,0.5,0.5
70,8.0,0.5535714285714286,0.2714050741709047,0.5714285714285714,0.7999999999999999,1.0,0.625,0.375
71,8.0,0.3035714285714286,0.24156695104408363,0.2857142857142857,0.6142857142857142,0.7142857142857143,0.25,0.125
72,8.0,0.2142857142857143,0.2575393768188564,0.07142857142857145,0.5142857142857142,0.7142857142857143,0.125,0.125
73,8.0,0.5,0.28571428571428575,0.5,0.8571428571428572,0.8571428571428572,0.5,0.375
74,8.0,0.5535714285714286,0.40049395521438935,0.7857142857142858,0.9,1.0,0.625,0.625
75,8.0,0.5535714285714286,0.338344559312436,0.5714285714285714,0.9,1.0,0.5,0.5
76,8.0,0.625,0.3494711748353737,0.7142857142857143,1.0,1.0,0.75,0.625
77,8.0,0.4642857142857143,0.30929478706587094,0.4285714285714286,0.9,1.0,0.375,0.25
78,8.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7999999999999999,1.0,0.375,0.25
79,8.0,0.3392857142857143,0.20123977981401153,0.35714285714285715,0.5142857142857142,0.7142857142857143,0.125,0.125
80,7.0,0.6938775510204083,0.24659277497131782,0.5714285714285714,1.0,1.0,0.8571428571428571,0.42857142857142855
81,8.0,0.4821428571428572,0.236227795630767,0.4285714285714286,0.7571428571428571,0.8571428571428572,0.375,0.375
82,8.0,0.44642857142857145,0.16656034023372882,0.4285714285714286,0.6142857142857142,0.7142857142857143,0.375,0.125
83,8.0,0.625,0.21354037041252497,0.7142857142857143,0.7999999999999999,1.0,0.625,0.625
84,8.0,0.39285714285714285,0.22303564279994278,0.35714285714285715,0.7142857142857143,0.7142857142857143,0.25,0.25
85,8.0,0.5892857142857143,0.35310214166580695,0.6428571428571429,1.0,1.0,0.5,0.5
86,8.0,0.42857142857142855,0.2857142857142857,0.4285714285714286,0.7,1.0,0.375,0.125
87,8.0,0.5,0.3571428571428572,0.5714285714285714,0.9,1.0,0.5,0.5
88,8.0,0.4464285714285714,0.36726721073577023,0.2857142857142857,0.9,1.0,0.375,0.375
89,8.0,0.4464285714285714,0.21943224513293763,0.4285714285714286,0.7142857142857143,0.7142857142857143,0.375,0.25
90,8.0,0.48214285714285715,0.33455346419991416,0.5714285714285714,0.7999999999999999,1.0,0.5,0.5
91,8.0,0.5,0.31134992453861954,0.4285714285714286,0.9,1.0,0.375,0.375
92,7.0,0.6122448979591837,0.28278380531736774,0.5714285714285714,0.9142857142857144,1.0,0.5714285714285714,0.42857142857142855
93,8.0,0.4821428571428572,0.3566961492042532,0.5,0.9,1.0,0.5,0.5
94,8.0,0.4642857142857143,0.2230356427999428,0.4285714285714286,0.7571428571428571,0.8571428571428572,0.375,0.25
95,8.0,0.5357142857142857,0.30093392047058426,0.5,0.9,1.0,0.5,0.5
96,8.0,0.4642857142857143,0.3694314440281643,0.4285714285714286,0.9,1.0,0.5,0.5
97,7.0,0.2857142857142857,0.2532586458365481,0.2857142857142857,0.6285714285714286,0.7142857142857143,0.2857142857142857,0.14285714285714285
98,8.0,0.5,0.34255939452233714,0.4285714285714286,0.9,1.0,0.375,0.375
99,8.0,0.48214285714285715,0.23622779563076698,0.4285714285714286,0.7,1.0,0.375,0.125
100,8.0,0.5892857142857143,0.2618371124752711,0.6428571428571428,0.8571428571428572,0.8571428571428572,0.625,0.5
